Entry,Entry name,Status,Protein names,Gene names,Organism,Length
Q305C0,Q305C0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q305M9,Q305M9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A1DTA5,A1DTA5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2D4I5,B2D4I5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q0Z7S0,Q0Z7S0_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
C7B3J8,C7B3J8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B6RGC6,B6RGC6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B9EFL9,B9EFL9_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6,Homo sapiens (Human),226
B9EG24,B9EG24_HUMAN,unreviewed,ATP synthase protein 8,ATPase 8,Homo sapiens (Human),68
C8Y0Y2,C8Y0Y2_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2XJG6,B2XJG6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B4YBV5,B4YBV5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
B7U6Z8,B7U6Z8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F1B7C4,F1B7C4_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
F2WMZ9,F2WMZ9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
D6R4X9,D6R4X9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E7CQ77,E7CQ77_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
E7E4L2,E7E4L2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9E783,H9E783_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3) (Fragment),ND3,Homo sapiens (Human),110
H9E786,H9E786_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9S091,H9S091_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9S1H1,H9S1H1_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9S8D5,H9S8D5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9SZP4,H9SZP4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G9IES7,G9IES7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9MN27,H9MN27_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G9LET1,G9LET1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
G9LHQ3,G9LHQ3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G9LK46,G9LK46_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
H9PF15,H9PF15_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
H9LMC2,H9LMC2_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
H9P6L0,H9P6L0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
G9IFC7,G9IFC7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G9LJS3,G9LJS3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
G9LL05,G9LL05_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q7YCC4,Q7YCC4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A0S3K5,A0S3K5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A6ZF47,A6ZF47_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
Q0Z7D7,Q0Z7D7_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q7YED5,Q7YED5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q4GNT3,Q4GNT3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5,Homo sapiens (Human),603
Q8HNQ2,Q8HNQ2_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Fragment),,Homo sapiens (Human),98
Q2HKK5,Q2HKK5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A0S590,A0S590_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A1DTE9,A1DTE9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B1NU66,B1NU66_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B4YC28,B4YC28_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
B9EFX3,B9EFX3_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6,Homo sapiens (Human),226
B1NUS1,B1NUS1_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
B8X4J0,B8X4J0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2XHF9,B2XHF9_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
B2XIH0,B2XIH0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B2XJF7,B2XJF7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B9EEN6,B9EEN6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5,Homo sapiens (Human),603
D6R6G1,D6R6G1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
E5E1J6,E5E1J6_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
E5E1W3,E5E1W3_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
E3W6J9,E3W6J9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
F2WEA4,F2WEA4_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
F2WFC5,F2WFC5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
E9LBP6,E9LBP6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
F2WGE8,F2WGE8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
G9LGE9,G9LGE9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9E777,H9E777_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
G9LLG7,G9LLG7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9S5A5,H9S5A5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9E7F6,H9E7F6_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9LHT0,H9LHT0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
H9M473,H9M473_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9NQR9,H9NQR9_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9P677,H9P677_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9LUI2,H9LUI2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9PJX4,H9PJX4_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9QVF2,H9QVF2_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9RI29,H9RI29_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9RY47,H9RY47_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q6UG00,Q6UG00_HUMAN,unreviewed,ATP synthase subunit a,MTATP6,Homo sapiens (Human),226
H9PDH0,H9PDH0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q305P2,Q305P2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q4EWN7,Q4EWN7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
A6ZCL4,A6ZCL4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B1NU62,B1NU62_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q4F604,Q4F604_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A0S244,A0S244_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
A5YMT3,A5YMT3_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Fragment),COXI,Homo sapiens (Human),206
A6YUU5,A6YUU5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4GA32,Q4GA32_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),NADH2,Homo sapiens (Human),347
A4ZN07,A4ZN07_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B2KLM8,B2KLM8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2XGP4,B2XGP4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B0Z7B4,B0Z7B4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B2XPM8,B2XPM8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B8X5N5,B8X5N5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
C5MNC7,C5MNC7_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
D0UTT2,D0UTT2_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
C7SJD6,C7SJD6_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1) (Fragment),COX1,Homo sapiens (Human),514
D8L3H5,D8L3H5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D2KLI0,D2KLI0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
C8Y2D1,C8Y2D1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E5E0I5,E5E0I5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E9K9E7,E9K9E7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
F1AZF2,F1AZF2_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
F1AK87,F1AK87_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F2WI85,F2WI85_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
G3CA03,G3CA03_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G3EBP7,G3EBP7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9E7T1,H9E7T1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9RNB6,H9RNB6_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9E796,H9E796_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3) (Fragment),ND3,Homo sapiens (Human),112
H9E7Q9,H9E7Q9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
H9P3L2,H9P3L2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9QSY1,H9QSY1_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9S1L2,H9S1L2_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
C7SK85,C7SK85_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
C9EJ80,C9EJ80_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4GL52,Q4GL52_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6,Homo sapiens (Human),226
Q4EWX2,Q4EWX2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
Q4VFB5,Q4VFB5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q5S8Z2,Q5S8Z2_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q15ID2,Q15ID2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A6YXS6,A6YXS6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4F5X3,Q4F5X3_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q4GI18,Q4GI18_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5,Homo sapiens (Human),603
Q4VFC2,Q4VFC2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A1DV99,A1DV99_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A6YVS8,A6YVS8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2XEL7,B2XEL7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B2XG09,B2XG09_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9M3X7,H9M3X7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9NQH2,H9NQH2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
Q8HG20,Q8HG20_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),,Homo sapiens (Human),603
A4ZL22,A4ZL22_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A4ZL79,A4ZL79_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B9EFN7,B9EFN7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5,Homo sapiens (Human),603
C7SMD4,C7SMD4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
B9ECT5,B9ECT5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),NADH4,Homo sapiens (Human),460
C8YHY6,C8YHY6_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
D3YLI0,D3YLI0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q5SAV0,Q5SAV0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A1DSY0,A1DSY0_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
C5H6M5,C5H6M5_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COII,Homo sapiens (Human),227
C8YGS5,C8YGS5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D2Y6W3,D2Y6W3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3) (Fragment),ND3,Homo sapiens (Human),42
C9D5T3,C9D5T3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E5DY63,E5DY63_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
D6C1N2,D6C1N2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
D6R6F7,D6R6F7_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
F2WJ65,F2WJ65_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
F6N1T4,F6N1T4_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E7CM18,E7CM18_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
F1B6U5,F1B6U5_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
G3CA17,G3CA17_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G3EBM7,G3EBM7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
G0XP03,G0XP03_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
G9LGA9,G9LGA9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
G9LIE3,G9LIE3_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
G9IFE8,G9IFE8_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
G9C8L9,G9C8L9_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
H9NZW7,H9NZW7_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9QEG4,H9QEG4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
H9SXY3,H9SXY3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9T617,H9T617_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9RLD9,H9RLD9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9RVX2,H9RVX2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
H9LJM3,H9LJM3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
H9RV93,H9RV93_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
Q8HNR2,Q8HNR2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),,Homo sapiens (Human),603
H9E7A4,H9E7A4_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
H9QNW3,H9QNW3_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q4EWN3,Q4EWN3_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
Q4EZT3,Q4EZT3_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
A4ZL69,A4ZL69_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q305I4,Q305I4_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
Q4GSG2,Q4GSG2_HUMAN,unreviewed,ATP synthase subunit a,ATPase 6,Homo sapiens (Human),226
Q4GVS7,Q4GVS7_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),NADH5,Homo sapiens (Human),603
A0S296,A0S296_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
Q4F4E8,Q4F4E8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
A4ZYF1,A4ZYF1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A7LFA2,A7LFA2_HUMAN,unreviewed,Cytochrome c oxidase subunit 2,COX2,Homo sapiens (Human),227
A8JMT6,A8JMT6_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
Q2L718,Q2L718_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),ND4,Homo sapiens (Human),459
A3RMP9,A3RMP9_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
A6Z4T0,A6Z4T0_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
A6Z519,A6Z519_HUMAN,unreviewed,ATP synthase protein 8,ATP8,Homo sapiens (Human),68
A6ZGF9,A6ZGF9_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
Q4EZP4,Q4EZP4_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
B2CB39,B2CB39_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B1W8J1,B1W8J1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 4 (EC 1.6.5.3),NADH4,Homo sapiens (Human),459
B8X5R9,B8X5R9_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
B8XZE8,B8XZE8_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 3 (EC 1.6.5.3),ND3,Homo sapiens (Human),115
C8YGV5,C8YGV5_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
B7TCT8,B7TCT8_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),516
C8Y850,C8Y850_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
D0UTX4,D0UTX4_HUMAN,unreviewed,ATP synthase subunit a,ATP6,Homo sapiens (Human),226
E5E0B7,E5E0B7_HUMAN,unreviewed,Cytochrome c oxidase subunit 1 (EC 1.9.3.1),COX1,Homo sapiens (Human),513
E5DY19,E5DY19_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
E5DZN2,E5DZN2_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
E7E499,E7E499_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
F1B631,F1B631_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 2 (EC 1.6.5.3),ND2,Homo sapiens (Human),347
F2WHS1,F2WHS1_HUMAN,unreviewed,NADH-ubiquinone oxidoreductase chain 5 (EC 1.6.5.3),ND5,Homo sapiens (Human),603
